model,case,v_ms,lambda_uev,geom_label,dP_v,dchi_phi
B_x,case_ii_edge,20.0,1.0,period_nm+,-6.495396e-06,-2.978462e-04
B_x,case_ii_edge,20.0,1.0,period_nm-,-3.275979e-04,-1.616927e-04
B_z,case_i_center,5.0,0.5,baseline,-3.314772e-05,3.592479e-03
B_z,case_i_center,5.0,0.5,depth_nm+,-9.291187e-03,-1.148389e-02
B_z,case_i_center,5.0,0.5,depth_nm-,4.177049e-06,-1.575033e-05
B_z,case_i_center,5.0,0.5,half_x_nm+,9.975643e-03,-5.288113e-03
B_z,case_i_center,5.0,0.5,half_x_nm-,-8.379772e-03,1.958235e-01
B_z,case_i_center,5.0,0.5,half_z_nm+,8.895690e-05,-1.753376e-03
B_z,case_i_center,5.0,0.5,half_z_nm-,-2.079266e-03,-3.980018e-03
B_z,case_i_center,5.0,0.5,period_nm+,-3.367174e-05,-1.361306e-02
B_z,case_i_center,5.0,0.5,period_nm-,8.235311e-05,-4.810947e-05
B_z,case_i_center,5.0,1.0,baseline,-5.109472e-05,7.950765e-03
B_z,case_i_center,5.0,1.0,depth_nm+,-2.551779e-02,-7.939487e-02
B_z,case_i_center,5.0,1.0,depth_nm-,4.547308e-06,1.455725e-04
B_z,case_i_center,5.0,1.0,half_x_nm+,5.021949e-02,-8.240286e-03
B_z,case_i_center,5.0,1.0,half_x_nm-,-4.907004e-02,2.051153e-01
B_z,case_i_center,5.0,1.0,half_z_nm+,1.580125e-03,4.406102e-03
B_z,case_i_center,5.0,1.0,half_z_nm-,-1.149256e-02,-1.168319e-02
B_z,case_i_center,5.0,1.0,period_nm+,-6.851951e-05,-4.983545e-02
B_z,case_i_center,5.0,1.0,period_nm-,4.528299e-04,3.718991e-04
B_z,case_i_center,10.0,0.5,baseline,8.255076e-03,-3.286517e-03
B_z,case_i_center,10.0,0.5,depth_nm+,1.487086e-04,-3.533007e-05
B_z,case_i_center,10.0,0.5,depth_nm-,-7.090726e-05,-1.018598e-05
B_z,case_i_center,10.0,0.5,half_x_nm+,-5.106330e-04,3.797068e-03
B_z,case_i_center,10.0,0.5,half_x_nm-,-3.772366e-03,-5.778484e-02
B_z,case_i_center,10.0,0.5,half_z_nm+,-4.343483e-03,2.740224e-02
B_z,case_i_center,10.0,0.5,half_z_nm-,-1.530582e-03,-1.165534e-04
B_z,case_i_center,10.0,0.5,period_nm+,-7.121796e-05,-9.114416e-05
B_z,case_i_center,10.0,0.5,period_nm-,1.148236e-03,4.981890e-05
B_z,case_i_center,10.0,1.0,baseline,-9.223303e-03,-8.110943e-04
B_z,case_i_center,10.0,1.0,depth_nm+,-6.048589e-04,-3.167290e-05
B_z,case_i_center,10.0,1.0,depth_nm-,8.470429e-05,4.918035e-06
B_z,case_i_center,10.0,1.0,half_x_nm+,3.271096e-04,2.966358e-03
B_z,case_i_center,10.0,1.0,half_x_nm-,5.454409e-03,-9.551737e-02
B_z,case_i_center,10.0,1.0,half_z_nm+,2.318542e-03,2.403384e-02
B_z,case_i_center,10.0,1.0,half_z_nm-,2.102174e-03,-1.435010e-03
B_z,case_i_center,10.0,1.0,period_nm+,-1.787602e-04,-6.577424e-04
B_z,case_i_center,10.0,1.0,period_nm-,-1.654895e-03,-6.491847e-05
B_z,case_i_center,20.0,0.5,baseline,-1.150307e-04,-2.162234e-04
B_z,case_i_center,20.0,0.5,depth_nm+,3.306302e-04,-6.433180e-06
B_z,case_i_center,20.0,0.5,depth_nm-,-9.307022e-07,4.903918e-05
B_z,case_i_center,20.0,0.5,half_x_nm+,3.290252e-05,-4.006830e-03
B_z,case_i_center,20.0,0.5,half_x_nm-,-7.477570e-06,-9.055776e-04
B_z,case_i_center,20.0,0.5,half_z_nm+,1.270689e-04,-2.007637e-02
B_z,case_i_center,20.0,0.5,half_z_nm-,-2.248668e-05,-1.297031e-04
B_z,case_i_center,20.0,0.5,period_nm+,-7.104613e-05,-1.305326e-05
B_z,case_i_center,20.0,0.5,period_nm-,-1.429030e-04,-8.966498e-05
B_z,case_i_center,20.0,1.0,baseline,-1.014711e-03,-5.217834e-04
B_z,case_i_center,20.0,1.0,depth_nm+,1.593146e-03,5.512379e-06
B_z,case_i_center,20.0,1.0,depth_nm-,-6.271039e-05,5.756376e-05
B_z,case_i_center,20.0,1.0,half_x_nm+,3.067307e-03,-2.484343e-02
B_z,case_i_center,20.0,1.0,half_x_nm-,-1.114792e-03,-9.316177e-04
B_z,case_i_center,20.0,1.0,half_z_nm+,2.351305e-03,-4.443222e-02
B_z,case_i_center,20.0,1.0,half_z_nm-,-5.967607e-04,3.638873e-05
B_z,case_i_center,20.0,1.0,period_nm+,-4.455061e-04,-4.874446e-06
B_z,case_i_center,20.0,1.0,period_nm-,-1.523779e-03,-1.388423e-04
B_z,case_ii_edge,5.0,0.5,baseline,-3.085481e-02,7.311408e-02
B_z,case_ii_edge,5.0,0.5,depth_nm+,4.798017e-03,-6.996626e-02
B_z,case_ii_edge,5.0,0.5,depth_nm-,-7.208410e-04,9.462806e-03
B_z,case_ii_edge,5.0,0.5,half_x_nm+,2.929272e-02,-1.499633e-01
B_z,case_ii_edge,5.0,0.5,half_x_nm-,-5.126994e-04,-2.757055e-02
B_z,case_ii_edge,5.0,0.5,half_z_nm+,6.710832e-03,-2.193171e-02
B_z,case_ii_edge,5.0,0.5,half_z_nm-,-2.132428e-03,5.533470e-02
B_z,case_ii_edge,5.0,0.5,period_nm+,-2.252869e-04,-8.508997e-03
B_z,case_ii_edge,5.0,0.5,period_nm-,-9.818633e-03,5.064013e-04
B_z,case_ii_edge,5.0,1.0,baseline,-1.914479e-03,-1.840297e-01
B_z,case_ii_edge,5.0,1.0,depth_nm+,-1.675478e-02,-2.185474e-01
B_z,case_ii_edge,5.0,1.0,depth_nm-,-2.980886e-04,1.858811e-02
B_z,case_ii_edge,5.0,1.0,half_x_nm+,-6.391387e-03,4.201627e-02
B_z,case_ii_edge,5.0,1.0,half_x_nm-,8.946040e-04,-2.836291e-02
B_z,case_ii_edge,5.0,1.0,half_z_nm+,-4.663833e-02,-4.071365e-01
B_z,case_ii_edge,5.0,1.0,half_z_nm-,-7.523255e-04,2.753101e-02
B_z,case_ii_edge,5.0,1.0,period_nm+,2.636859e-06,8.177782e-02
B_z,case_ii_edge,5.0,1.0,period_nm-,1.548376e-03,1.872315e-03
B_z,case_ii_edge,10.0,0.5,baseline,2.604936e-03,4.997193e-02
B_z,case_ii_edge,10.0,0.5,depth_nm+,-1.627935e-03,-4.274710e-04
B_z,case_ii_edge,10.0,0.5,depth_nm-,-1.776736e-03,6.261243e-03
B_z,case_ii_edge,10.0,0.5,half_x_nm+,2.251850e-02,-1.647614e-02
B_z,case_ii_edge,10.0,0.5,half_x_nm-,-6.157826e-03,-7.350788e-02
B_z,case_ii_edge,10.0,0.5,half_z_nm+,3.287899e-02,-2.442679e-02
B_z,case_ii_edge,10.0,0.5,half_z_nm-,-5.225468e-03,-4.100978e-03
B_z,case_ii_edge,10.0,0.5,period_nm+,-2.157858e-04,-1.553616e-03
B_z,case_ii_edge,10.0,0.5,period_nm-,-7.343947e-03,7.570904e-05
B_z,case_ii_edge,10.0,1.0,baseline,-4.950722e-03,-2.117316e-02
B_z,case_ii_edge,10.0,1.0,depth_nm+,1.943395e-03,3.131053e-04
B_z,case_ii_edge,10.0,1.0,depth_nm-,7.829672e-04,4.630345e-03
B_z,case_ii_edge,10.0,1.0,half_x_nm+,-1.298688e-02,2.035669e-02
B_z,case_ii_edge,10.0,1.0,half_x_nm-,2.829327e-03,-3.701414e-04
B_z,case_ii_edge,10.0,1.0,half_z_nm+,-1.505692e-02,3.368399e-02
B_z,case_ii_edge,10.0,1.0,half_z_nm-,2.227348e-03,-4.278747e-03
B_z,case_ii_edge,10.0,1.0,period_nm+,3.462309e-05,-4.671990e-04
B_z,case_ii_edge,10.0,1.0,period_nm-,2.105125e-03,3.152724e-04
B_z,case_ii_edge,20.0,0.5,baseline,-3.546491e-04,1.860034e-03
B_z,case_ii_edge,20.0,0.5,depth_nm+,-1.591545e-04,-6.454861e-03
B_z,case_ii_edge,20.0,0.5,depth_nm-,-1.667416e-04,2.590744e-03
B_z,case_ii_edge,20.0,0.5,half_x_nm+,-5.607278e-04,-4.018215e-05
B_z,case_ii_edge,20.0,0.5,half_x_nm-,-1.131062e-04,-2.262568e-03
B_z,case_ii_edge,20.0,0.5,half_z_nm+,-6.023235e-04,-4.354621e-03
B_z,case_ii_edge,20.0,0.5,half_z_nm-,-1.371939e-04,3.042958e-03
B_z,case_ii_edge,20.0,0.5,period_nm+,4.775731e-06,-5.648757e-04
B_z,case_ii_edge,20.0,0.5,period_nm-,-7.138258e-04,-1.141895e-04
B_z,case_ii_edge,20.0,1.0,baseline,-7.268806e-03,-4.519020e-03
B_z,case_ii_edge,20.0,1.0,depth_nm+,4.739923e-04,-7.179920e-03
B_z,case_ii_edge,20.0,1.0,depth_nm-,-2.681439e-03,6.898101e-03
B_z,case_ii_edge,20.0,1.0,half_x_nm+,-6.503418e-03,1.055150e-02
B_z,case_ii_edge,20.0,1.0,half_x_nm-,-3.256233e-03,-1.815349e-03
B_z,case_ii_edge,20.0,1.0,half_z_nm+,-4.238918e-03,-2.226370e-03
B_z,case_ii_edge,20.0,1.0,half_z_nm-,-3.412958e-03,2.102301e-03
B_z,case_ii_edge,20.0,1.0,period_nm+,3.646585e-06,-1.718821e-04
B_z,case_ii_edge,20.0,1.0,period_nm-,-5.534648e-03,1.148334e-03
