model,case,v_ms,lambda_uev,geom_label,dP_v,dchi_phi
A_pocket,case_ii_edge,20.0,1.0,baseline,3.588235e-04,-1.940959e-03
A_pocket,case_ii_edge,20.0,1.0,period_nm-,2.211930e-04,8.728102e-04
A_pocket,case_ii_edge,20.0,1.0,period_nm+,8.729191e-06,-1.975813e-04
A_pocket,case_ii_edge,20.0,1.0,depth_nm-,1.534167e-04,1.044581e-02
A_pocket,case_ii_edge,20.0,1.0,depth_nm+,-2.690995e-04,-3.968762e-03
A_pocket,case_ii_edge,20.0,1.0,half_x_nm-,1.797694e-04,-1.450308e-03
A_pocket,case_ii_edge,20.0,1.0,half_x_nm+,1.700584e-04,7.301776e-03
A_pocket,case_ii_edge,20.0,1.0,half_z_nm-,1.746594e-04,1.429266e-03
A_pocket,case_ii_edge,20.0,1.0,half_z_nm+,-1.689533e-05,-3.226987e-03
B_z,case_ii_edge,10.0,0.5,baseline,8.288294e-04,-1.310779e-02
B_z,case_ii_edge,10.0,0.5,period_nm-,-2.512402e-03,4.817320e-05
B_z,case_ii_edge,10.0,0.5,period_nm+,-7.061102e-05,-6.250339e-04
B_z,case_ii_edge,10.0,0.5,depth_nm-,-5.680947e-04,1.840423e-03
B_z,case_ii_edge,10.0,0.5,depth_nm+,-5.906285e-04,2.652943e-04
B_z,case_ii_edge,10.0,0.5,half_x_nm-,-1.922853e-03,-1.419071e-03
B_z,case_ii_edge,10.0,0.5,half_x_nm+,6.453972e-03,6.803489e-03
B_z,case_ii_edge,10.0,0.5,half_z_nm-,-1.625490e-03,-3.491886e-03
B_z,case_ii_edge,10.0,0.5,half_z_nm+,9.819572e-03,1.161852e-02
B_z,case_ii_edge,10.0,1.0,baseline,-8.137578e-03,-1.866497e-02
B_z,case_ii_edge,10.0,1.0,period_nm-,3.456518e-03,-2.558765e-06
B_z,case_ii_edge,10.0,1.0,period_nm+,5.730070e-05,-1.128603e-04
B_z,case_ii_edge,10.0,1.0,depth_nm-,1.311215e-03,6.386258e-04
B_z,case_ii_edge,10.0,1.0,depth_nm+,3.325440e-03,-2.228568e-03
B_z,case_ii_edge,10.0,1.0,half_x_nm-,4.749399e-03,2.410838e-03
B_z,case_ii_edge,10.0,1.0,half_x_nm+,-2.200152e-02,3.026790e-03
B_z,case_ii_edge,10.0,1.0,half_z_nm-,3.753689e-03,-8.495975e-03
B_z,case_ii_edge,10.0,1.0,half_z_nm+,-2.552740e-02,1.348718e-02
B_z,case_ii_edge,20.0,0.5,baseline,-1.425741e-03,2.705276e-03
B_z,case_ii_edge,20.0,0.5,period_nm-,-1.835571e-03,-9.660125e-05
B_z,case_ii_edge,20.0,0.5,period_nm+,2.471511e-05,-8.235348e-04
B_z,case_ii_edge,20.0,0.5,depth_nm-,-6.206355e-04,3.349106e-03
B_z,case_ii_edge,20.0,0.5,depth_nm+,-3.213747e-04,-9.236347e-03
B_z,case_ii_edge,20.0,0.5,half_x_nm-,-5.472018e-04,-3.318100e-03
B_z,case_ii_edge,20.0,0.5,half_x_nm+,-1.723959e-03,-9.179232e-05
B_z,case_ii_edge,20.0,0.5,half_z_nm-,-6.563969e-04,4.406806e-03
B_z,case_ii_edge,20.0,0.5,half_z_nm+,-1.533825e-03,-6.798487e-03
B_z,case_ii_edge,20.0,1.0,baseline,-3.644304e-03,-2.458618e-03
B_z,case_ii_edge,20.0,1.0,period_nm-,-2.682013e-03,6.367627e-04
B_z,case_ii_edge,20.0,1.0,period_nm+,3.918745e-06,-1.111633e-04
B_z,case_ii_edge,20.0,1.0,depth_nm-,-1.330169e-03,4.331269e-03
B_z,case_ii_edge,20.0,1.0,depth_nm+,1.874851e-04,-3.994806e-03
B_z,case_ii_edge,20.0,1.0,half_x_nm-,-1.634865e-03,-1.055109e-03
B_z,case_ii_edge,20.0,1.0,half_x_nm+,-3.250897e-03,5.987667e-03
B_z,case_ii_edge,20.0,1.0,half_z_nm-,-1.711814e-03,1.222948e-03
B_z,case_ii_edge,20.0,1.0,half_z_nm+,-2.158514e-03,-1.313772e-03
B_x,case_ii_edge,10.0,0.5,baseline,-1.953761e-03,2.626650e-02
B_x,case_ii_edge,10.0,0.5,period_nm-,8.470961e-04,3.957645e-06
B_x,case_ii_edge,10.0,0.5,period_nm+,1.249992e-04,-7.026864e-05
B_x,case_ii_edge,10.0,0.5,depth_nm-,4.514445e-04,4.739108e-04
B_x,case_ii_edge,10.0,0.5,depth_nm+,-6.466885e-04,-1.234656e-04
B_x,case_ii_edge,10.0,0.5,half_x_nm-,5.340888e-04,2.754757e-04
B_x,case_ii_edge,10.0,0.5,half_x_nm+,-6.119329e-03,-1.731364e-03
B_x,case_ii_edge,10.0,0.5,half_z_nm-,1.087567e-03,-9.504704e-04
B_x,case_ii_edge,10.0,0.5,half_z_nm+,-6.396165e-03,1.974229e-03
B_x,case_ii_edge,10.0,1.0,baseline,-2.557605e-03,-6.831228e-03
