ansatz,block,case,v_m_per_s,lambda_ueV,geometry,dP_v,dchi_phi
A_pocket,2,case_i_center,20.0,1.0,half_x_nm-,-6.630374083077539e-06,-5.612270684301227e-07
A_pocket,2,case_i_center,20.0,1.0,half_z_nm+,1.4635554122233163e-06,-1.934657144157909e-06
A_pocket,2,case_i_center,20.0,1.0,half_z_nm-,-1.0645407906510751e-05,4.2443816413831505e-07
A_pocket,2,case_i_center,20.0,1.0,period_nm+,-6.160883821645924e-07,6.085116303690813e-07
A_pocket,2,case_i_center,20.0,1.0,period_nm-,-4.26617513234126e-05,-3.419452818314775e-07
B_x,2,case_i_center,5.0,0.5,baseline,-3.412317535856149e-05,-6.62619279539296e-05
B_x,2,case_i_center,5.0,0.5,depth_nm+,9.980151245688346e-05,0.0004623805435862941
B_x,2,case_i_center,5.0,0.5,depth_nm-,-1.4454546183349098e-05,-1.4476375201383663e-05
B_x,2,case_i_center,5.0,0.5,half_x_nm+,4.040056772695866e-05,5.244032109993392e-05
B_x,2,case_i_center,5.0,0.5,half_x_nm-,1.1334465433318619e-05,-8.013050172742814e-05
B_x,2,case_i_center,5.0,0.5,half_z_nm+,-8.969054412827707e-06,8.307790014861708e-05
B_x,2,case_i_center,5.0,0.5,half_z_nm-,1.954861712573884e-05,2.7958181787481138e-05
B_x,2,case_i_center,5.0,0.5,period_nm+,2.0490653379591495e-05,1.2777932402069023e-05
B_x,2,case_i_center,5.0,0.5,period_nm-,-0.00026040936410307025,-0.00073217065528813
B_x,2,case_i_center,5.0,1.0,baseline,-0.00023170794303764564,-0.0002504475337828183
B_x,2,case_i_center,5.0,1.0,depth_nm+,0.00033029410421577074,0.0017425865753216748
B_x,2,case_i_center,5.0,1.0,depth_nm-,-7.712133649817599e-05,-5.3712114988010463e-05
B_x,2,case_i_center,5.0,1.0,half_x_nm+,0.00023157753401733747,0.00021149276106449677
B_x,2,case_i_center,5.0,1.0,half_x_nm-,0.00012065477551682913,-0.00030655739312127625
B_x,2,case_i_center,5.0,1.0,half_z_nm+,-0.00020281013380217539,0.00036175927247941025
B_x,2,case_i_center,5.0,1.0,half_z_nm-,0.00012164221353407403,0.00011171283011527072
B_x,2,case_i_center,5.0,1.0,period_nm+,4.3523211215177465e-05,4.560297765648664e-05
B_x,2,case_i_center,5.0,1.0,period_nm-,-0.000516299792794439,-0.003293166277062878
B_x,2,case_i_center,10.0,0.5,baseline,6.157584867815327e-06,-1.0469284116523966e-06
B_x,2,case_i_center,10.0,0.5,depth_nm+,1.8913094992776408e-05,1.182317963962197e-05
B_x,2,case_i_center,10.0,0.5,depth_nm-,2.0008320309765e-06,-6.445876512851121e-07
B_x,2,case_i_center,10.0,0.5,half_x_nm+,2.5097238356189787e-06,4.63886922830658e-06
B_x,2,case_i_center,10.0,0.5,half_x_nm-,2.616212575665827e-06,-3.4692581035521792e-06
B_x,2,case_i_center,10.0,0.5,half_z_nm+,-1.1643404987748615e-05,-2.0562744333022095e-06
B_x,2,case_i_center,10.0,0.5,half_z_nm-,2.475653858782377e-06,2.0991107513048638e-06
B_x,2,case_i_center,10.0,0.5,period_nm+,-1.92803063912058e-06,1.9069669792540255e-06
B_x,2,case_i_center,10.0,0.5,period_nm-,2.6259544624956943e-05,-1.733837653514203e-05
B_x,2,case_i_center,10.0,1.0,baseline,-4.2973279695629474e-05,-2.28681445747531e-06
B_x,2,case_i_center,10.0,1.0,depth_nm+,-7.259411456475053e-05,2.8149882754661243e-05
B_x,2,case_i_center,10.0,1.0,depth_nm-,-1.2169471298801443e-05,-1.4395351713317948e-06
B_x,2,case_i_center,10.0,1.0,half_x_nm+,-1.0630606979861743e-05,1.0655986891247907e-05
B_x,2,case_i_center,10.0,1.0,half_x_nm-,-2.986228221019127e-05,-8.152928170965365e-06
B_x,2,case_i_center,10.0,1.0,half_z_nm+,9.117869204552237e-05,-4.2096128643356965e-06
B_x,2,case_i_center,10.0,1.0,half_z_nm-,-1.4820825910422542e-05,4.84862550989348e-06
B_x,2,case_i_center,10.0,1.0,period_nm+,-7.167272361476018e-07,4.568439482150312e-06
B_x,2,case_i_center,10.0,1.0,period_nm-,-0.00019740265880655028,-3.752588953971441e-05
B_x,2,case_i_center,20.0,0.5,baseline,1.1229372181910911e-05,-5.696828304468425e-08
B_x,2,case_i_center,20.0,0.5,depth_nm+,3.3620776639211106e-05,-1.5951418445211963e-07
B_x,2,case_i_center,20.0,0.5,depth_nm-,5.560279429044079e-06,6.476581604587052e-09
B_x,2,case_i_center,20.0,0.5,half_x_nm+,-1.1516096696383583e-05,2.5887833532682348e-08
B_x,2,case_i_center,20.0,0.5,half_x_nm-,-1.7403393472377113e-05,-6.729749392993152e-08
B_x,2,case_i_center,20.0,0.5,half_z_nm+,-1.911357752711236e-05,-1.9300734675729305e-07
B_x,2,case_i_center,20.0,0.5,half_z_nm-,-8.06825389806161e-06,1.7962954735647855e-08
B_x,2,case_i_center,20.0,0.5,period_nm+,-1.4871202144945816e-05,1.767981004581102e-08
B_x,2,case_i_center,20.0,0.5,period_nm-,4.649529385629403e-05,-2.07732413152174e-07
B_x,2,case_i_center,20.0,1.0,baseline,-1.0559054820367259e-05,-3.044623008215553e-07
B_x,2,case_i_center,20.0,1.0,depth_nm+,8.626140370272123e-06,-7.532428681923789e-07
B_x,2,case_i_center,20.0,1.0,depth_nm-,2.211939211416332e-06,3.923343732386436e-08
B_x,2,case_i_center,20.0,1.0,half_x_nm+,-5.944047141650741e-06,1.8538152726101613e-07
B_x,2,case_i_center,20.0,1.0,half_x_nm-,-1.6100669145251156e-06,-3.600029663820668e-07
B_x,2,case_i_center,20.0,1.0,half_z_nm+,3.3607827445575333e-06,-1.0484066006247522e-06
B_x,2,case_i_center,20.0,1.0,half_z_nm-,-3.386703890222338e-06,1.1107665961754357e-07
B_x,2,case_i_center,20.0,1.0,period_nm+,4.1557350153962475e-06,8.64957888326659e-08
B_x,2,case_i_center,20.0,1.0,period_nm-,-7.033748146237362e-05,-1.2215774051351597e-06
B_z,2,case_i_center,5.0,0.5,baseline,-0.0003485967204028273,-0.001115220759568855
B_z,2,case_i_center,5.0,0.5,depth_nm+,0.0005032094461614548,0.0032533195907134497
B_z,2,case_i_center,5.0,0.5,depth_nm-,-0.00017658390451003037,-0.0005131845381293717
B_z,2,case_i_center,5.0,0.5,half_x_nm+,0.00044730216225805086,0.0015356959393953403
B_z,2,case_i_center,5.0,0.5,half_x_nm-,7.848131429197269e-05,-0.0006655366145071591
B_z,2,case_i_center,5.0,0.5,half_z_nm+,-0.00023251712558436388,0.0010404561800726386
B_z,2,case_i_center,5.0,0.5,half_z_nm-,0.0002416285283979372,0.0006658483586793515
B_z,2,case_i_center,5.0,0.5,period_nm+,0.00032296263382300405,-0.0004973839616635653
B_z,2,case_i_center,5.0,0.5,period_nm-,-0.0004260298769811488,-0.0022672135044284787
B_z,2,case_i_center,5.0,1.0,baseline,-0.00047278095087954775,0.03338917242953466
B_z,2,case_i_center,5.0,1.0,depth_nm+,-0.00011835869251319853,0.011675142005545161
B_z,2,case_i_center,5.0,1.0,depth_nm-,-1.8413122762073186e-05,0.008704365030526512
B_z,2,case_i_center,5.0,1.0,half_x_nm+,0.0006519323125888203,0.006060465500739472
B_z,2,case_i_center,5.0,1.0,half_x_nm-,0.0007586637378809158,0.0026641576033079265
B_z,2,case_i_center,5.0,1.0,half_z_nm+,-0.0011850334001015095,0.01121836232508995
B_z,2,case_i_center,5.0,1.0,half_z_nm-,0.00024706586308899945,0.002679548255785202
B_z,2,case_i_center,5.0,1.0,period_nm+,0.0008922496486091086,-0.004477583567973803
B_z,2,case_i_center,5.0,1.0,period_nm-,-0.00020555349582596083,0.5201055810920852
B_z,2,case_i_center,10.0,0.5,baseline,6.697486079512704e-05,-1.7092894583340583e-05
B_z,2,case_i_center,10.0,0.5,depth_nm+,0.00012444297519946523,8.052435564434753e-05
B_z,2,case_i_center,10.0,0.5,depth_nm-,3.6737954558663244e-05,-1.6326420498905057e-05
B_z,2,case_i_center,10.0,0.5,half_x_nm+,4.374523497788305e-05,7.786104150408438e-05
B_z,2,case_i_center,10.0,0.5,half_x_nm-,1.3703927461999887e-05,-4.072831047755921e-05
B_z,2,case_i_center,10.0,0.5,half_z_nm+,-0.000115434795897984,-5.118332445514071e-06
B_z,2,case_i_center,10.0,0.5,half_z_nm-,3.4404177970908875e-05,3.166982060604255e-05
B_z,2,case_i_center,10.0,0.5,period_nm+,-2.1058659471884233e-05,9.033547127871688e-05
B_z,2,case_i_center,10.0,0.5,period_nm-,5.314460520954023e-05,-4.834913759452458e-05
B_z,2,case_i_center,10.0,1.0,baseline,-0.00029421618332720056,-2.0335356633217818e-05
B_z,2,case_i_center,10.0,1.0,depth_nm+,-0.00045346403037466176,0.0001926931675054564
B_z,2,case_i_center,10.0,1.0,depth_nm-,-0.00015981007932236446,-3.126198099332379e-05
B_z,2,case_i_center,10.0,1.0,half_x_nm+,-0.00023464303349084864,0.0001664842741758805
B_z,2,case_i_center,10.0,1.0,half_x_nm-,-5.617390134587952e-05,-0.0001416656071908455
B_z,2,case_i_center,10.0,1.0,half_z_nm+,0.0005044717767226092,0.00010832224661845287
B_z,2,case_i_center,10.0,1.0,half_z_nm-,-0.0002133038942985152,6.980355950782791e-05
B_z,2,case_i_center,10.0,1.0,period_nm+,9.263677550241933e-05,0.00045478510878818547
B_z,2,case_i_center,10.0,1.0,period_nm-,-0.00026604629996346274,-0.0001333076993908364
B_z,2,case_i_center,20.0,0.5,baseline,7.3420178188163265e-06,-7.959644717827779e-07
B_z,2,case_i_center,20.0,0.5,depth_nm+,0.00012873501754362415,-8.278762741268045e-07
B_z,2,case_i_center,20.0,0.5,depth_nm-,4.923194730591107e-05,2.2146171701814965e-07
B_z,2,case_i_center,20.0,0.5,half_x_nm+,-9.691657620782695e-05,5.366434185168873e-07
B_z,2,case_i_center,20.0,0.5,half_x_nm-,-7.377780213729812e-05,-7.232221359475381e-07
B_z,2,case_i_center,20.0,0.5,half_z_nm+,-4.748820946957888e-05,-2.1556277773117653e-06
B_z,2,case_i_center,20.0,0.5,half_z_nm-,-6.364357758240416e-05,3.0284032044711696e-07
B_z,2,case_i_center,20.0,0.5,period_nm+,-0.0001297563193843887,9.238349219897312e-07
B_z,2,case_i_center,20.0,0.5,period_nm-,6.319191384927814e-05,-5.827327766994695e-07
B_z,2,case_i_center,20.0,1.0,baseline,-8.750542650651227e-05,-3.984968819027787e-06
B_z,2,case_i_center,20.0,1.0,depth_nm+,8.812727542051313e-05,-3.1541978004805615e-07
B_z,2,case_i_center,20.0,1.0,depth_nm-,5.063299525115417e-05,1.8098774928467233e-06
B_z,2,case_i_center,20.0,1.0,half_x_nm+,-9.668560073491927e-05,4.103308372542899e-06
B_z,2,case_i_center,20.0,1.0,half_x_nm-,-3.3953588459145756e-05,-4.317476046300349e-06
B_z,2,case_i_center,20.0,1.0,half_z_nm+,2.3016340479187214e-05,-1.3612256946263404e-05
B_z,2,case_i_center,20.0,1.0,half_z_nm-,-6.132821216688067e-05,2.0212463748333357e-06
B_z,2,case_i_center,20.0,1.0,period_nm+,-1.4634254435430538e-05,6.259157317313672e-06
B_z,2,case_i_center,20.0,1.0,period_nm-,-0.0001236314726254517,-3.818755914502552e-06
A,2,case_ii_edge,5.0,0.5,baseline,0.0044867590818123,0.01839809503634085
A,2,case_ii_edge,5.0,0.5,depth_nm+,0.001208503954783044,-0.0020950367868390884
A,2,case_ii_edge,5.0,0.5,depth_nm-,-0.001561121183617356,-0.006090421716865413
A,2,case_ii_edge,5.0,0.5,half_x_nm+,0.0016930357927913975,0.010093089362459895
A,2,case_ii_edge,5.0,0.5,half_x_nm-,0.0018933677503267382,0.006532594692650717
A,2,case_ii_edge,5.0,0.5,half_z_nm+,0.002164892815692175,0.013766978261525675
A,2,case_ii_edge,5.0,0.5,half_z_nm-,-0.00111452259006313,-0.0024420275074871767
A,2,case_ii_edge,5.0,0.5,period_nm+,-0.002936428980813033,-0.008394196956188885
A,2,case_ii_edge,5.0,0.5,period_nm-,0.0009528719853793,0.0002688250375771932
A,2,case_ii_edge,5.0,1.0,baseline,0.013535215466310119,0.05588452708985078
A,2,case_ii_edge,5.0,1.0,depth_nm+,0.006689658368312534,0.14136028552044821
A,2,case_ii_edge,5.0,1.0,depth_nm-,-0.003973501197061413,-0.04418103986939055
A,2,case_ii_edge,5.0,1.0,half_x_nm+,0.0055642412178381895,-0.00770976807156129
A,2,case_ii_edge,5.0,1.0,half_x_nm-,0.00457688560801317,0.05874629657926725
A,2,case_ii_edge,5.0,1.0,half_z_nm+,0.0045996842523326475,0.00301441687375531
A,2,case_ii_edge,5.0,1.0,half_z_nm-,-0.0012711323008151032,-0.043270010220571115
A,2,case_ii_edge,5.0,1.0,period_nm+,-0.009288477223993896,-0.0776909534326645
A,2,case_ii_edge,5.0,1.0,period_nm-,0.00045949591851013327,0.0029138014712313774
A,2,case_ii_edge,10.0,0.5,baseline,-0.0004201269110002681,-0.0014024792814895243
A,2,case_ii_edge,10.0,0.5,depth_nm+,-0.001114470223287603,-0.006083323977221833
A,2,case_ii_edge,10.0,0.5,depth_nm-,-2.013909398554392e-05,-0.00034771454518070163
A,2,case_ii_edge,10.0,0.5,half_x_nm+,0.00020016824871562505,0.0008464011682665362
A,2,case_ii_edge,10.0,0.5,half_x_nm-,0.00036426759776083187,0.001992151062524733
A,2,case_ii_edge,10.0,0.5,half_z_nm+,-0.00035913882555790866,-0.0006975725001200639
A,2,case_ii_edge,10.0,0.5,half_z_nm-,-4.54909926908692e-05,0.0002775309708207552
A,2,case_ii_edge,10.0,0.5,period_nm+,7.54966666687007e-05,0.0007368861295661382
A,2,case_ii_edge,10.0,0.5,period_nm-,0.00025497503112015263,2.1200030378988672e-05
A,2,case_ii_edge,10.0,1.0,baseline,-0.002913395299713878,-0.0017326724540026595
A,2,case_ii_edge,10.0,1.0,depth_nm+,-0.004721781605020264,-0.03018052599843976
A,2,case_ii_edge,10.0,1.0,depth_nm-,0.0008064062029010943,-0.002693378030506871
A,2,case_ii_edge,10.0,1.0,half_x_nm+,0.0022675367798931645,0.0005313064150760036
A,2,case_ii_edge,10.0,1.0,half_x_nm-,0.0018453679077657381,0.008111568876883392
A,2,case_ii_edge,10.0,1.0,half_z_nm+,-0.002965967512315315,0.003772382828725551
A,2,case_ii_edge,10.0,1.0,half_z_nm-,-0.0012287334851654452,0.003993601045575869
A,2,case_ii_edge,10.0,1.0,period_nm+,-0.0013884217660452974,0.008045029626552482
A,2,case_ii_edge,10.0,1.0,period_nm-,0.001385755485708351,0.00020082896078643642
A,2,case_ii_edge,20.0,0.5,baseline,6.983561506290759e-05,-0.00032914321443225543
A,2,case_ii_edge,20.0,0.5,depth_nm+,5.0587242126070436e-05,-0.0005151343942059183
A,2,case_ii_edge,20.0,0.5,depth_nm-,0.00023248222300834703,-3.210344637075407e-05
A,2,case_ii_edge,20.0,0.5,half_x_nm+,0.00032626994173666143,3.5837970740309685e-05
A,2,case_ii_edge,20.0,0.5,half_x_nm-,-0.00032025422581061225,-0.0001360750960642948
A,2,case_ii_edge,20.0,0.5,half_z_nm+,-0.00021150492663744164,-0.0004780135423108865
A,2,case_ii_edge,20.0,0.5,half_z_nm-,-0.00010504648283805873,-0.00020045782292736538
A,2,case_ii_edge,20.0,0.5,period_nm+,-0.0001012782742999957,-0.0002863599394664178
A,2,case_ii_edge,20.0,0.5,period_nm-,-0.00013359357459514706,-2.8957396294112554e-07
A,2,case_ii_edge,20.0,1.0,baseline,-0.0003468136105113234,-0.0019434123864297652
A,2,case_ii_edge,20.0,1.0,depth_nm+,-0.0005875933950776208,-0.003209279309067621
A,2,case_ii_edge,20.0,1.0,depth_nm-,-0.00023165647962974933,-0.00023311149093788348
A,2,case_ii_edge,20.0,1.0,half_x_nm+,-0.0003696639524045503,7.711514402209893e-05
A,2,case_ii_edge,20.0,1.0,half_x_nm-,5.278029613435542e-05,-0.0006341807527544853
A,2,case_ii_edge,20.0,1.0,half_z_nm+,-0.00046400877742161506,-0.0027985801242426493
A,2,case_ii_edge,20.0,1.0,half_z_nm-,-0.00018322338395213023,-0.0011338701565220249
A,2,case_ii_edge,20.0,1.0,period_nm+,-0.0005278048925018985,-0.0016312924993748465
A,2,case_ii_edge,20.0,1.0,period_nm-,3.717169293990241e-05,1.8975862509964285e-06
A_pocket,2,case_ii_edge,5.0,0.5,baseline,0.0008919746036818612,0.0034863363195716535
A_pocket,2,case_ii_edge,5.0,0.5,depth_nm+,8.405890713151544e-05,-0.0006012122531363628
A_pocket,2,case_ii_edge,5.0,0.5,depth_nm-,-0.0002507041198983491,-0.000845021600102025
A_pocket,2,case_ii_edge,5.0,0.5,half_x_nm+,0.00040031626119383604,0.0020334685004261277
A_pocket,2,case_ii_edge,5.0,0.5,half_x_nm-,0.000333798453554926,0.0009785098899756095
A_pocket,2,case_ii_edge,5.0,0.5,half_z_nm+,0.0005248433576392209,0.002874482297233527
A_pocket,2,case_ii_edge,5.0,0.5,half_z_nm-,-0.00016144893138051591,-0.00013344876676682493
A_pocket,2,case_ii_edge,5.0,0.5,period_nm+,-0.0003030273195873956,-0.0008167660958606632
A_pocket,2,case_ii_edge,5.0,0.5,period_nm-,0.00015794177338727088,3.239650355973695e-05
A_pocket,2,case_ii_edge,5.0,1.0,baseline,0.00397279419126851,0.011910241384973042
A_pocket,2,case_ii_edge,5.0,1.0,depth_nm+,-0.0012277585533157637,0.00628342395448922
A_pocket,2,case_ii_edge,5.0,1.0,depth_nm-,-0.00019535616719086601,-0.0050887255534387416
A_pocket,2,case_ii_edge,5.0,1.0,half_x_nm+,0.0027529229814441877,0.0031318243083988118
A_pocket,2,case_ii_edge,5.0,1.0,half_x_nm-,1.3415209063651068e-05,0.006983987652357471
A_pocket,2,case_ii_edge,5.0,1.0,half_z_nm+,0.003412062190357619,0.006615995394026519
A_pocket,2,case_ii_edge,5.0,1.0,half_z_nm-,0.0005516680414474479,-0.0035105560383837803
A_pocket,2,case_ii_edge,5.0,1.0,period_nm+,0.0002205070611919907,-0.00830512760514271
A_pocket,2,case_ii_edge,5.0,1.0,period_nm-,-0.00025251877239814563,5.7009810166841826e-05
A_pocket,2,case_ii_edge,10.0,0.5,baseline,-8.059802062739853e-05,-0.0002131449489234799
A_pocket,2,case_ii_edge,10.0,0.5,depth_nm+,-0.00017741766690326094,-0.0007902098472150065
A_pocket,2,case_ii_edge,10.0,0.5,depth_nm-,-3.9699123634273636e-07,-2.3392124242516132e-05
A_pocket,2,case_ii_edge,10.0,0.5,half_x_nm+,4.1406710925804245e-05,0.00021805490096088453
A_pocket,2,case_ii_edge,10.0,0.5,half_x_nm-,6.804447377359996e-05,0.00036546019092190823
A_pocket,2,case_ii_edge,10.0,0.5,half_z_nm+,-7.363222925823275e-05,-5.10562664004649e-05
A_pocket,2,case_ii_edge,10.0,0.5,half_z_nm-,-1.0151515300621528e-05,5.5979424336560085e-05
A_pocket,2,case_ii_edge,10.0,0.5,period_nm+,7.711100508091089e-06,0.00012235439449007762
A_pocket,2,case_ii_edge,10.0,0.5,period_nm-,4.2576243399648425e-05,2.466778752614938e-06
A_pocket,2,case_ii_edge,10.0,1.0,baseline,-0.0006286461890126771,-0.0007067443785748612
A_pocket,2,case_ii_edge,10.0,1.0,depth_nm+,-0.0008869546475974432,-0.003886302563979982
A_pocket,2,case_ii_edge,10.0,1.0,depth_nm-,0.00022328731519780792,-0.00026196017556992177
A_pocket,2,case_ii_edge,10.0,1.0,half_x_nm+,0.000590649340180955,0.00046094745842530094
A_pocket,2,case_ii_edge,10.0,1.0,half_x_nm-,0.0004072085648091743,0.0014664862090789377
A_pocket,2,case_ii_edge,10.0,1.0,half_z_nm+,-0.0006781343648575092,0.0001380080028984959
A_pocket,2,case_ii_edge,10.0,1.0,half_z_nm-,-0.00031325641024310125,0.0004195189918187736
A_pocket,2,case_ii_edge,10.0,1.0,period_nm+,-0.0005282169827030975,0.0008305030593257177
A_pocket,2,case_ii_edge,10.0,1.0,period_nm-,0.0002634150759985802,1.118850437807029e-05
A_pocket,2,case_ii_edge,20.0,0.5,baseline,3.5855035301609293e-05,-4.103664579608278e-05
A_pocket,2,case_ii_edge,20.0,0.5,depth_nm+,-4.7215981271069365e-06,-5.440460061374719e-05
A_pocket,2,case_ii_edge,20.0,0.5,depth_nm-,4.5910102902438875e-05,1.175064786777466e-06
A_pocket,2,case_ii_edge,20.0,0.5,half_x_nm+,3.6844243830974795e-05,2.3073372319650995e-05
A_pocket,2,case_ii_edge,20.0,0.5,half_x_nm-,-7.282795999387793e-05,-1.5052569282131625e-05
A_pocket,2,case_ii_edge,20.0,0.5,half_z_nm+,-5.800203306699763e-05,-5.8401217196787925e-05
A_pocket,2,case_ii_edge,20.0,0.5,half_z_nm-,-2.683593261573053e-05,-2.5414010490700835e-05
A_pocket,2,case_ii_edge,20.0,0.5,period_nm+,4.0456019064858545e-06,-3.4475958005112696e-05
A_pocket,2,case_ii_edge,20.0,0.5,period_nm-,-1.7930227223870564e-05,-2.7168675331304558e-08
A_pocket,2,case_ii_edge,20.0,1.0,baseline,-7.234571321652547e-05,-0.0002584531414312804
A_pocket,2,case_ii_edge,20.0,1.0,depth_nm+,-6.727918495470601e-05,-0.00039213778829273044
A_pocket,2,case_ii_edge,20.0,1.0,depth_nm-,-4.8296059249691714e-05,-1.0545775096175436e-05
A_pocket,2,case_ii_edge,20.0,1.0,half_x_nm+,-5.6932820818447055e-05,7.644855494783401e-05
A_pocket,2,case_ii_edge,20.0,1.0,half_x_nm-,7.1494985461363625e-06,-9.229947308337337e-05
A_pocket,2,case_ii_edge,20.0,1.0,half_z_nm+,-7.720374460943799e-05,-0.0003660777856465021
A_pocket,2,case_ii_edge,20.0,1.0,half_z_nm-,-4.085797148822498e-05,-0.00015523349782993467
A_pocket,2,case_ii_edge,20.0,1.0,period_nm+,-0.00013235228746572708,-0.0002156550818430223
A_pocket,2,case_ii_edge,20.0,1.0,period_nm-,6.745697180930016e-06,-7.342125475080516e-08
B_x,2,case_ii_edge,5.0,0.5,baseline,0.007833817536373433,0.03702601863034799
B_x,2,case_ii_edge,5.0,0.5,depth_nm+,0.00035226050349622395,-0.0038478250777584933
B_x,2,case_ii_edge,5.0,0.5,depth_nm-,-0.003128081958411938,-0.012403568797121407
B_x,2,case_ii_edge,5.0,0.5,half_x_nm+,0.0034907948448245213,0.02577781788735725
B_x,2,case_ii_edge,5.0,0.5,half_x_nm-,0.0026995703618061667,0.011328796547165954
B_x,2,case_ii_edge,5.0,0.5,half_z_nm+,0.004723575413499818,0.028675868392745163
B_x,2,case_ii_edge,5.0,0.5,half_z_nm-,-0.001825757686020571,-0.0034347742124317404
B_x,2,case_ii_edge,5.0,0.5,period_nm+,-0.0022553745494698907,-0.006022478464493747
B_x,2,case_ii_edge,5.0,0.5,period_nm-,0.0031797699390225254,0.0015781286082940846
B_x,2,case_ii_edge,5.0,1.0,baseline,0.02455038261007693,0.15625552896765285
B_x,2,case_ii_edge,5.0,1.0,depth_nm+,-0.009128926592683662,0.14651069099595593
B_x,2,case_ii_edge,5.0,1.0,depth_nm-,-0.00341145993640507,-0.04130215797095956
B_x,2,case_ii_edge,5.0,1.0,half_x_nm+,0.014988485476977398,0.18303530290518397
B_x,2,case_ii_edge,5.0,1.0,half_x_nm-,2.266649403899479e-05,0.09378020335874682
B_x,2,case_ii_edge,5.0,1.0,half_z_nm+,0.02042878344448179,0.14238040095946847
B_x,2,case_ii_edge,5.0,1.0,half_z_nm-,0.002503760704606006,0.004367474599529825
B_x,2,case_ii_edge,5.0,1.0,period_nm+,0.0012955459324536789,-0.033245036455345184
B_x,2,case_ii_edge,5.0,1.0,period_nm-,0.0025949787532897894,0.02211173890903637
B_x,2,case_ii_edge,10.0,0.5,baseline,-0.0006817007429464339,-0.002310011280317416
B_x,2,case_ii_edge,10.0,0.5,depth_nm+,-0.0019649624338826943,-0.009736778049481476
B_x,2,case_ii_edge,10.0,0.5,depth_nm-,-8.626684741515345e-05,-0.0008192791002111233
B_x,2,case_ii_edge,10.0,0.5,half_x_nm+,0.00039467006427199025,0.0013498110628189439
B_x,2,case_ii_edge,10.0,0.5,half_x_nm-,0.0007025858708642504,0.003255306540496161
B_x,2,case_ii_edge,10.0,0.5,half_z_nm+,-0.0005030081860435687,-0.0009268963871037622
B_x,2,case_ii_edge,10.0,0.5,half_z_nm-,-1.948781061402588e-05,0.0007140046429342829
B_x,2,case_ii_edge,10.0,0.5,period_nm+,7.637538648980896e-05,0.0008742109567678041
B_x,2,case_ii_edge,10.0,0.5,period_nm-,0.0007731876320188208,0.00015193836202813182
B_x,2,case_ii_edge,10.0,1.0,baseline,-0.0051390383090662295,-0.002677599118702495
B_x,2,case_ii_edge,10.0,1.0,depth_nm+,-0.007974740032202582,-0.04874343177694958
B_x,2,case_ii_edge,10.0,1.0,depth_nm-,0.0016343648902902852,-0.003366980616003948
B_x,2,case_ii_edge,10.0,1.0,half_x_nm+,0.0049190379890286795,0.00860864012716063
B_x,2,case_ii_edge,10.0,1.0,half_x_nm-,0.003429361200210871,0.013892106600045744
B_x,2,case_ii_edge,10.0,1.0,half_z_nm+,-0.005114322299578339,0.006539356366913732
B_x,2,case_ii_edge,10.0,1.0,half_z_nm-,-0.002498789395045359,0.00810170617171431
B_x,2,case_ii_edge,10.0,1.0,period_nm+,-0.0023878753411339243,0.006920117213856769
B_x,2,case_ii_edge,10.0,1.0,period_nm-,0.0036873561205337524,0.0017497301070639138
B_x,2,case_ii_edge,20.0,0.5,baseline,-2.236666247323882e-05,-0.0006196829252457271
B_x,2,case_ii_edge,20.0,0.5,depth_nm+,0.00014063408005959843,-0.001028247149633274
B_x,2,case_ii_edge,20.0,0.5,depth_nm-,0.000425008066825959,-9.885918962737866e-05
B_x,2,case_ii_edge,20.0,0.5,half_x_nm+,0.0007123989604623793,-9.987773461671984e-05
B_x,2,case_ii_edge,20.0,0.5,half_x_nm-,-0.000502347760061389,-0.0001772439745146015
B_x,2,case_ii_edge,20.0,0.5,half_z_nm+,-0.0003307526670569272,-0.0008889242412747148
B_x,2,case_ii_edge,20.0,0.5,half_z_nm-,-0.0002595955466825964,-0.0003874117632848024
B_x,2,case_ii_edge,20.0,0.5,period_nm+,-0.0001874467494354798,-0.0002599546210934585
B_x,2,case_ii_edge,20.0,0.5,period_nm-,-0.0005020990711982615,-1.1771815477167597e-07
B_x,2,case_ii_edge,20.0,1.0,baseline,-0.0006465495956246292,-0.0036700118293728785
B_x,2,case_ii_edge,20.0,1.0,depth_nm+,-0.0011737818754818802,-0.005739754099043259
B_x,2,case_ii_edge,20.0,1.0,depth_nm-,-0.00043821573225968913,-0.00047056507183584634
B_x,2,case_ii_edge,20.0,1.0,half_x_nm+,-0.000712886424210718,-0.00014709226514999021
B_x,2,case_ii_edge,20.0,1.0,half_x_nm-,0.00013881519158741307,-0.0008269723722800146
B_x,2,case_ii_edge,20.0,1.0,half_z_nm+,-0.0007635762224014186,-0.00517733263418229
B_x,2,case_ii_edge,20.0,1.0,half_z_nm-,-0.0002780151489911731,-0.0022561905446844615
B_x,2,case_ii_edge,20.0,1.0,period_nm+,-0.0004908324738752967,-0.0015139370385076128
B_x,2,case_ii_edge,20.0,1.0,period_nm-,0.00018149728309146962,6.4158847720831135e-06
B_z,2,case_ii_edge,5.0,0.5,baseline,0.004480473236012025,0.01974254851226162
B_z,2,case_ii_edge,5.0,0.5,depth_nm+,0.00038669631641705116,-0.004352926474054275
B_z,2,case_ii_edge,5.0,0.5,depth_nm-,-0.0014382108302618546,-0.005337818132716748
B_z,2,case_ii_edge,5.0,0.5,half_x_nm+,0.002149381009852791,0.012123973009676686
